==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:11:33  	20030 	292 	3 	8359 	412 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:34  	20027 	292 	3 	8359 	402 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:35  	20029 	292 	3 	8361 	406 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:36  	20027 	292 	3 	8359 	406 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:37  	20029 	292 	3 	8360 	406 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:38  	20028 	292 	3 	8359 	404 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:39  	20029 	292 	3 	8361 	402 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:40  	20030 	292 	3 	8360 	403 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:41  	20030 	292 	3 	8359 	407 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:42  	20030 	292 	3 	8361 	406 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:43  	20028 	292 	3 	8366 	403 	3 	110 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:44  	20028 	292 	3 	8359 	402 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:45  	20029 	292 	3 	8359 	402 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:46  	20028 	292 	3 	8359 	399 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:47  	20027 	292 	3 	8359 	402 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:48  	20025 	292 	3 	8358 	405 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:49  	20027 	292 	3 	8357 	399 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:50  	20027 	292 	3 	8363 	405 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:51  	20028 	292 	3 	8359 	404 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:52  	20030 	292 	3 	8359 	405 	3 	111 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:54  	20029 	292 	3 	8359 	402 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:55  	20029 	292 	3 	8359 	399 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:56  	20026 	292 	3 	8360 	402 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:57  	20028 	292 	3 	8364 	401 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:58  	20028 	292 	3 	8359 	393 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:59  	20028 	292 	3 	8360 	397 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:0  	20028 	292 	3 	8359 	401 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:1  	20029 	292 	3 	8358 	392 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:2  	20030 	292 	3 	8362 	399 	3 	112 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:3  	20029 	292 	3 	8361 	396 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:4  	20028 	292 	3 	8359 	401 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:5  	20028 	292 	3 	8360 	397 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:6  	20029 	292 	3 	8360 	394 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:7  	20031 	292 	3 	8360 	395 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:8  	20029 	292 	3 	8361 	399 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:9  	20030 	292 	3 	8359 	391 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:10  	20029 	292 	3 	8361 	395 	3 	113 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:11  	20028 	292 	3 	8359 	390 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:12  	20027 	292 	3 	8360 	391 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:13  	20030 	292 	3 	8361 	387 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:14  	20031 	292 	3 	8360 	389 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:15  	20030 	292 	3 	8359 	393 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:16  	20031 	292 	3 	8359 	392 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:17  	20028 	292 	3 	8360 	390 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:18  	20029 	292 	3 	8361 	390 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:19  	20030 	292 	3 	8360 	392 	3 	114 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:20  	20031 	292 	3 	8359 	390 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:21  	20030 	292 	3 	8364 	386 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:22  	20030 	290 	3 	8359 	387 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:23  	20030 	291 	3 	8359 	391 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:24  	20030 	292 	3 	8359 	382 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:25  	20030 	292 	3 	8361 	389 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:26  	20031 	292 	3 	8360 	390 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:27  	20032 	292 	3 	8360 	387 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:28  	20030 	289 	3 	8361 	383 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:29  	20031 	292 	3 	8362 	384 	3 	115 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:30  	20031 	292 	3 	8360 	388 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:31  	20030 	290 	3 	8361 	387 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:32  	20030 	263 	3 	8359 	383 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:33  	20030 	290 	3 	8361 	388 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:35  	20031 	292 	3 	8359 	387 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:36  	20032 	291 	3 	8359 	385 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:37  	20030 	292 	3 	8363 	385 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:38  	20030 	292 	3 	8359 	381 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:39  	20030 	292 	3 	8359 	383 	3 	116 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:40  	20030 	292 	3 	8359 	385 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:41  	20031 	260 	3 	8359 	385 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:42  	20031 	292 	3 	8360 	387 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:43  	20032 	292 	3 	8363 	384 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:44  	20032 	292 	3 	8359 	384 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:45  	20030 	285 	3 	8360 	387 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:46  	20031 	292 	3 	8363 	385 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:47  	20032 	292 	3 	8359 	381 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:48  	20028 	292 	3 	8361 	380 	3 	117 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:49  	20030 	287 	3 	8358 	383 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:50  	20031 	291 	3 	8361 	382 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:51  	20029 	287 	3 	8359 	377 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:52  	20031 	291 	3 	8366 	384 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:53  	20031 	283 	3 	8358 	384 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:54  	20030 	292 	3 	8357 	378 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:55  	20030 	292 	3 	8358 	377 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:56  	20029 	292 	3 	8357 	379 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:57  	20030 	292 	3 	8358 	381 	3 	118 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:58  	20028 	291 	3 	8360 	376 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:59  	20029 	292 	3 	8363 	376 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:0  	20030 	266 	3 	8359 	377 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:1  	20030 	259 	3 	8358 	375 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:2  	20030 	277 	3 	8361 	378 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:3  	20031 	256 	3 	8359 	378 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:4  	20032 	256 	3 	8359 	378 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:5  	20031 	292 	3 	8359 	375 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:6  	20028 	258 	3 	8359 	373 	3 	119 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:7  	20032 	256 	3 	8360 	372 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:8  	20031 	286 	3 	8359 	368 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:9  	20029 	267 	3 	8359 	371 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:10  	20031 	291 	3 	8359 	370 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:11  	20031 	273 	3 	8360 	368 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:12  	20032 	288 	3 	8359 	370 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:13  	20033 	259 	3 	8363 	371 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:14  	20033 	263 	3 	8359 	368 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:15  	20033 	263 	3 	8360 	372 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:17  	20031 	283 	3 	8360 	376 	3 	120 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:18  	20031 	291 	3 	8366 	370 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:19  	20032 	259 	3 	8359 	373 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:20  	20032 	292 	3 	8364 	371 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:21  	20031 	256 	3 	8358 	358 	2 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:22  	20031 	275 	3 	8361 	370 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:23  	20032 	256 	3 	8360 	370 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:24  	20032 	272 	3 	8361 	366 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:25  	20032 	275 	3 	8361 	368 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:26  	20033 	256 	3 	8360 	370 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:27  	20030 	257 	3 	8360 	366 	3 	121 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:28  	20032 	288 	3 	8361 	375 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:29  	20029 	256 	3 	8361 	368 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:30  	20031 	256 	3 	8360 	360 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:31  	20031 	256 	3 	8361 	362 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:32  	20031 	256 	3 	8359 	367 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:33  	20033 	283 	3 	8362 	365 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:34  	20032 	260 	3 	8360 	364 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:35  	20032 	256 	3 	8361 	369 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:36  	20031 	286 	3 	8361 	364 	3 	122 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:37  	20031 	291 	3 	8360 	365 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:38  	20030 	256 	3 	8360 	361 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:39  	20032 	256 	3 	8361 	360 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:40  	20033 	256 	3 	8359 	362 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:41  	20032 	283 	3 	8359 	358 	2 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:42  	20033 	256 	3 	8360 	367 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:43  	20032 	265 	3 	8361 	363 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:44  	20034 	260 	3 	8359 	361 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:45  	20031 	288 	2 	8360 	362 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:46  	20032 	259 	3 	8361 	361 	3 	123 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:47  	20033 	278 	3 	8361 	366 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:48  	20032 	256 	3 	8360 	359 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:49  	20033 	257 	3 	8360 	362 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:50  	20032 	283 	2 	8360 	361 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:51  	20034 	286 	2 	8358 	359 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:52  	20032 	256 	2 	8359 	359 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:53  	20032 	268 	2 	8359 	359 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:54  	20033 	260 	3 	8358 	361 	3 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:55  	20032 	260 	3 	8359 	357 	2 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:56  	20033 	287 	3 	8360 	358 	2 	124 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:58  	20032 	256 	2 	8363 	358 	2 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:13:59  	20032 	260 	3 	8359 	360 	3 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:0  	20032 	256 	2 	8366 	360 	3 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:1  	20034 	258 	3 	8359 	361 	3 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:2  	20031 	292 	3 	8360 	357 	2 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:3  	20033 	256 	3 	8360 	362 	3 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:4  	20032 	291 	2 	8360 	354 	2 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:5  	20032 	292 	2 	8364 	372 	3 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:6  	20032 	259 	2 	8359 	357 	2 	125 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:7  	20032 	256 	3 	8364 	355 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:8  	20030 	256 	3 	8359 	360 	3 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:9  	20032 	256 	2 	8361 	352 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:10  	20030 	256 	3 	8357 	352 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:11  	20030 	258 	2 	8358 	353 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:12  	20031 	287 	2 	8358 	350 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:13  	20032 	292 	2 	8358 	357 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:14  	20032 	286 	2 	8359 	354 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:15  	20032 	256 	2 	8358 	364 	3 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:16  	20031 	277 	2 	8359 	355 	2 	126 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:17  	20030 	274 	3 	8356 	357 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:18  	20032 	257 	2 	8363 	353 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:19  	20033 	274 	2 	8359 	358 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:20  	20032 	257 	2 	8360 	362 	3 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:21  	20033 	260 	2 	8361 	356 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:22  	20032 	256 	3 	8359 	357 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:23  	20032 	277 	2 	8359 	349 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:24  	20033 	256 	2 	8361 	361 	3 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:25  	20033 	287 	2 	8359 	351 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:26  	20034 	256 	2 	8361 	355 	2 	127 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:27  	20032 	256 	2 	8360 	354 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:28  	20031 	290 	2 	8361 	354 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:29  	20031 	256 	2 	8359 	349 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:30  	20033 	257 	2 	8359 	349 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:31  	20031 	265 	2 	8360 	347 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:32  	20034 	258 	2 	8360 	350 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:33  	20033 	256 	2 	8360 	353 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:34  	20034 	256 	2 	8361 	347 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:35  	20033 	256 	2 	8359 	348 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:36  	20032 	259 	2 	8361 	355 	2 	128 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:37  	20033 	270 	2 	8360 	352 	2 	129 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:38  	20031 	256 	2 	8360 	348 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:40  	20032 	256 	2 	8360 	350 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:41  	20033 	256 	2 	8361 	350 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:42  	20032 	256 	2 	8364 	345 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:43  	20033 	256 	2 	8359 	348 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:44  	20033 	256 	2 	8361 	346 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:45  	20034 	256 	2 	8359 	349 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:46  	20031 	256 	2 	8360 	347 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:47  	20032 	256 	2 	8361 	350 	2 	129 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:48  	20032 	257 	2 	8359 	344 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:49  	20032 	256 	2 	8359 	347 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:50  	20033 	256 	2 	8360 	347 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:51  	20033 	256 	2 	8361 	346 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:52  	20036 	256 	2 	8359 	343 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:53  	20033 	256 	2 	8359 	345 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:54  	20032 	256 	2 	8361 	348 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:55  	20034 	256 	2 	8361 	343 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:56  	20033 	256 	2 	8359 	342 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:57  	20034 	256 	2 	8360 	349 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:58  	20033 	256 	2 	8359 	344 	2 	130 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:14:59  	20034 	256 	2 	8359 	344 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:0  	20033 	256 	2 	8358 	342 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:1  	20032 	256 	2 	8361 	338 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:2  	20032 	256 	2 	8359 	341 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:3  	20034 	256 	2 	8359 	349 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:4  	20033 	256 	2 	8359 	343 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:5  	20031 	256 	3 	8361 	348 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:6  	20033 	256 	2 	8361 	342 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:7  	20032 	256 	2 	8366 	339 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:8  	20033 	256 	2 	8359 	344 	2 	131 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:9  	20033 	256 	2 	8359 	345 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:10  	20032 	256 	2 	8359 	346 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:11  	20033 	256 	2 	8359 	345 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:12  	20032 	256 	2 	8361 	344 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:13  	20034 	256 	2 	8359 	342 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:14  	20034 	256 	2 	8360 	366 	3 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:15  	20034 	256 	2 	8359 	345 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:16  	20034 	256 	2 	8359 	342 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:17  	20033 	256 	2 	8360 	340 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:18  	20033 	256 	2 	8361 	336 	2 	132 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:19  	20034 	256 	2 	8362 	344 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:21  	20032 	256 	2 	8366 	340 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:22  	20034 	256 	2 	8360 	348 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:23  	20034 	256 	2 	8359 	340 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:24  	20032 	256 	2 	8359 	338 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:25  	20033 	257 	2 	8359 	336 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:15:26  	20032 	256 	2 	8358 	339 	2 	133 	35 	-99 	0 	0 	0 	0 	0 	0 	0 	0
