==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:6:46  	19995 	512 	7 	7460 	1002 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:47  	19996 	512 	7 	7460 	998 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:48  	19995 	512 	7 	7460 	1003 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:49  	19997 	512 	7 	7464 	1006 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:50  	19996 	512 	7 	7461 	1003 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:51  	19996 	512 	7 	7460 	1004 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:52  	19997 	512 	7 	7462 	1004 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:53  	19996 	512 	7 	7460 	1002 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:54  	19994 	302 	7 	7436 	987 	7 	114 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:55  	19997 	512 	7 	7461 	1002 	7 	114 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:56  	19997 	512 	7 	7461 	1003 	7 	114 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:57  	19997 	512 	7 	7462 	1003 	7 	115 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:58  	19998 	512 	7 	7463 	1001 	7 	115 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:59  	19998 	512 	7 	7465 	1003 	7 	115 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:0  	19996 	512 	7 	7461 	1001 	7 	115 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:1  	19997 	512 	7 	7463 	1004 	7 	116 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:3  	19997 	512 	7 	7465 	1003 	7 	116 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:4  	19997 	512 	7 	7465 	1003 	7 	116 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:5  	19996 	512 	7 	7463 	1002 	7 	117 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:6  	19997 	512 	7 	7465 	1001 	7 	117 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:7  	19997 	512 	7 	7466 	1005 	7 	117 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:8  	19996 	512 	7 	7466 	1001 	7 	117 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:9  	19995 	512 	7 	7466 	1002 	7 	118 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:10  	19998 	512 	7 	7468 	1001 	7 	118 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:11  	19996 	512 	7 	7468 	1001 	7 	118 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:12  	19996 	512 	7 	7468 	1001 	7 	119 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:13  	19995 	512 	7 	7468 	1000 	7 	119 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:14  	19997 	512 	7 	7469 	1003 	7 	119 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:15  	19996 	512 	7 	7471 	1000 	7 	119 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:16  	19997 	512 	7 	7467 	1002 	7 	120 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:17  	19995 	512 	7 	7468 	1001 	7 	120 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:18  	19995 	512 	7 	7469 	999 	7 	120 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:19  	19996 	512 	7 	7471 	1004 	7 	121 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:20  	19997 	512 	7 	7474 	1002 	7 	121 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:21  	19995 	512 	7 	7474 	1003 	7 	121 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:22  	19997 	512 	7 	7472 	1001 	7 	121 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:23  	19996 	512 	7 	7472 	1003 	7 	122 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:24  	19996 	512 	7 	7474 	1000 	7 	122 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:25  	19999 	512 	7 	7475 	1003 	7 	122 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:27  	19995 	512 	7 	7473 	1004 	7 	123 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:28  	19996 	512 	7 	7473 	1003 	7 	123 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:29  	19997 	512 	7 	7476 	999 	7 	123 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:30  	19996 	512 	7 	7476 	1001 	7 	123 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:31  	19996 	512 	7 	7476 	998 	7 	124 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:32  	19998 	512 	7 	7474 	1002 	7 	124 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:33  	19997 	512 	7 	7474 	1002 	7 	124 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:34  	19997 	512 	7 	7476 	1004 	7 	125 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:35  	19995 	512 	7 	7476 	998 	7 	125 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:36  	19995 	512 	7 	7479 	996 	7 	125 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:37  	19996 	512 	7 	7480 	1001 	7 	125 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:38  	19996 	512 	7 	7479 	1002 	7 	126 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:39  	19996 	512 	7 	7480 	1002 	7 	126 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:40  	19995 	512 	7 	7479 	1000 	7 	126 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:41  	19997 	512 	7 	7480 	1001 	7 	127 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:42  	19996 	512 	7 	7483 	1003 	7 	127 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:43  	19996 	512 	7 	7479 	1003 	7 	127 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:44  	19997 	512 	7 	7480 	1002 	7 	127 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:45  	19996 	512 	7 	7480 	1004 	7 	128 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:46  	19996 	512 	7 	7482 	998 	7 	128 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:47  	19997 	512 	7 	7484 	997 	7 	128 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:48  	19995 	512 	7 	7484 	1001 	7 	129 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:49  	19997 	512 	7 	7482 	999 	7 	129 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:50  	19998 	512 	7 	7484 	1001 	7 	129 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:51  	19998 	512 	7 	7484 	1003 	7 	130 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:53  	19996 	512 	7 	7484 	999 	7 	130 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:54  	19997 	512 	7 	7485 	1002 	7 	130 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:55  	20066 	145 	7 	7248 	1005 	7 	130 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:56  	19996 	512 	7 	7484 	1002 	7 	131 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:57  	19997 	512 	7 	7485 	1001 	7 	131 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:58  	19996 	512 	7 	7488 	1002 	7 	131 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:59  	19997 	512 	7 	7488 	1003 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:0  	19995 	512 	7 	7489 	1004 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:1  	19994 	512 	7 	7488 	999 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:2  	19996 	503 	7 	7490 	1001 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:3  	19998 	512 	7 	7490 	1000 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:4  	19996 	512 	7 	7490 	1001 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:5  	19997 	512 	7 	7491 	1002 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:6  	19997 	512 	7 	7491 	999 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:7  	19995 	512 	7 	7491 	1000 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:8  	19994 	512 	7 	7491 	1001 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:9  	19997 	512 	7 	7492 	997 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:10  	19996 	512 	7 	7492 	1003 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:11  	19995 	512 	7 	7494 	1002 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:12  	19997 	512 	7 	7493 	999 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:13  	19995 	512 	7 	7493 	1001 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:14  	19996 	512 	7 	7496 	1002 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:15  	19996 	512 	7 	7494 	1003 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:16  	19997 	512 	7 	7495 	1006 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:18  	19997 	512 	7 	7495 	1000 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:19  	19998 	512 	7 	7498 	1001 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:20  	19996 	512 	7 	7496 	1002 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:21  	19997 	512 	7 	7497 	1002 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:22  	19996 	512 	7 	7496 	1000 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:23  	19997 	512 	7 	7496 	1001 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:24  	19996 	512 	7 	7499 	1002 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:25  	19996 	512 	7 	7497 	1002 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:26  	19997 	512 	7 	7496 	1004 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:27  	19997 	512 	7 	7498 	1003 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:28  	19997 	512 	7 	7499 	1001 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:29  	19995 	512 	7 	7499 	1000 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:30  	19994 	512 	7 	7498 	1001 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:31  	19996 	512 	7 	7503 	1000 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:32  	19996 	512 	7 	7499 	999 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:33  	19998 	512 	7 	7501 	1004 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:34  	19997 	512 	7 	7501 	1003 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:35  	19996 	512 	7 	7501 	1001 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:36  	19997 	512 	7 	7503 	1005 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:37  	19996 	512 	7 	7503 	998 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:38  	19997 	512 	7 	7506 	1001 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:39  	19997 	512 	7 	7504 	1003 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:40  	19995 	512 	7 	7503 	1004 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:41  	19996 	512 	7 	7504 	1006 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:43  	19998 	512 	7 	7504 	999 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:44  	19997 	512 	7 	7505 	1003 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:45  	19995 	512 	7 	7505 	1002 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:46  	19996 	512 	7 	7504 	1001 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:47  	19996 	512 	7 	7504 	1001 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:48  	19995 	512 	7 	7505 	999 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:49  	19996 	512 	7 	7505 	999 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:50  	19995 	512 	7 	7507 	999 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:51  	19996 	512 	7 	7507 	1003 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:52  	19996 	512 	7 	7509 	1000 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:53  	19995 	512 	7 	7510 	1008 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:54  	19996 	512 	7 	7509 	1000 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:55  	19996 	512 	7 	7510 	1001 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:56  	19995 	512 	7 	7511 	998 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:57  	19995 	512 	7 	7510 	1003 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:58  	19994 	512 	7 	7510 	1001 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:59  	19996 	512 	7 	7512 	1003 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:0  	19995 	512 	7 	7512 	1004 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:1  	19995 	512 	7 	7516 	999 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:2  	19997 	512 	7 	7512 	1003 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:3  	19995 	512 	7 	7512 	1001 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:4  	19996 	512 	7 	7513 	1002 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:5  	19996 	512 	7 	7512 	998 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:6  	19997 	512 	7 	7514 	1000 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:7  	19996 	512 	7 	7515 	1001 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:9  	19996 	512 	7 	7516 	1001 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:10  	19996 	512 	7 	7515 	1002 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:11  	19997 	512 	7 	7517 	997 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:12  	19997 	512 	7 	7517 	1002 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:13  	19997 	512 	7 	7517 	1002 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:14  	19996 	512 	7 	7517 	1002 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:15  	19994 	512 	7 	7518 	1001 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:16  	19996 	512 	7 	7518 	1003 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:17  	19997 	512 	7 	7519 	1000 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:18  	19997 	512 	7 	7519 	997 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:19  	19997 	512 	7 	7518 	997 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:20  	19993 	512 	7 	7518 	1002 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:21  	19995 	512 	7 	7519 	1002 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:22  	19997 	512 	7 	7520 	1000 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:23  	19996 	512 	7 	7520 	1000 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:24  	19996 	512 	7 	7521 	1001 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:25  	19996 	512 	7 	7523 	999 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:26  	19998 	512 	7 	7522 	1001 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:27  	19997 	512 	7 	7523 	1004 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:28  	19998 	512 	7 	7523 	1003 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:29  	19993 	512 	7 	7525 	1002 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:30  	19995 	512 	7 	7523 	1002 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:31  	19995 	512 	7 	7524 	1001 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:33  	19997 	512 	7 	7524 	1002 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:34  	19996 	512 	7 	7525 	1003 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:35  	19996 	512 	7 	7525 	1001 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:36  	19995 	512 	7 	7523 	1002 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:37  	19995 	512 	7 	7526 	1001 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:38  	19998 	512 	7 	7526 	1002 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:39  	19996 	512 	7 	7526 	1002 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:40  	19997 	512 	7 	7528 	1001 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:41  	19998 	512 	7 	7528 	1000 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:42  	19997 	512 	7 	7528 	1004 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:43  	19996 	512 	7 	7528 	1000 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:44  	19996 	512 	7 	7531 	1001 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:45  	19996 	512 	7 	7529 	1003 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:46  	19994 	512 	7 	7531 	1000 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:47  	19995 	512 	7 	7529 	1001 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:48  	19997 	512 	7 	7531 	1004 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:49  	19996 	512 	7 	7529 	1001 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:50  	19995 	512 	7 	7532 	999 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:51  	19995 	512 	7 	7531 	1001 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:52  	19996 	512 	7 	7532 	1002 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:53  	19997 	512 	7 	7531 	998 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:54  	19996 	512 	7 	7533 	1000 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:55  	19998 	512 	7 	7534 	998 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:56  	19997 	512 	7 	7534 	1003 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:57  	19997 	512 	7 	7534 	1002 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:59  	19996 	512 	7 	7536 	1007 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:0  	19995 	512 	7 	7536 	1002 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:1  	19996 	512 	7 	7536 	1003 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:2  	19997 	512 	7 	7536 	1000 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:3  	19996 	512 	7 	7537 	999 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:4  	19993 	512 	7 	7536 	1001 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:5  	19995 	512 	7 	7539 	1005 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:6  	19996 	512 	7 	7536 	1000 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:7  	19996 	512 	7 	7536 	999 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:8  	19996 	512 	7 	7537 	999 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:9  	19997 	512 	7 	7539 	1006 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:10  	19995 	512 	7 	7539 	1006 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:11  	19996 	512 	7 	7539 	1002 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:12  	19995 	512 	7 	7540 	1001 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:13  	19997 	512 	7 	7539 	1003 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:14  	19995 	512 	7 	7541 	1001 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:15  	19995 	512 	7 	7541 	1004 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:16  	19995 	512 	7 	7541 	1001 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:17  	19994 	512 	7 	7542 	1003 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:18  	19994 	512 	7 	7542 	1000 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:19  	19996 	512 	7 	7542 	1000 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:20  	19996 	512 	7 	7543 	1004 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:21  	19997 	512 	7 	7544 	999 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:23  	19996 	512 	7 	7543 	1000 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:24  	19994 	512 	7 	7542 	1003 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:25  	19997 	512 	7 	7544 	1001 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:26  	19997 	512 	7 	7547 	1005 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:27  	19997 	512 	7 	7545 	1005 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:28  	19994 	512 	7 	7546 	1002 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:29  	19995 	512 	7 	7547 	1003 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:30  	19996 	512 	7 	7547 	1002 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:31  	19996 	512 	7 	7547 	999 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:32  	19996 	512 	7 	7548 	1003 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:33  	19996 	512 	7 	7548 	1006 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:34  	19994 	512 	7 	7549 	1003 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:35  	19996 	512 	7 	7548 	1003 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:36  	19997 	512 	7 	7549 	1001 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:37  	19996 	512 	7 	7552 	1000 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:38  	19994 	512 	7 	7550 	1002 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:39  	19996 	512 	7 	7550 	1005 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
